EntryID,LigandFormula,LigandMW,LigandID,LigandName,InChIKey,LigandSMILES,LigandofInterest,AsymID,AuthAsymID,EntityID,freeLigand,numTotalCount
2VOS,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"H, I",A,5,TRUE,2
2VOW,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,B,A,2,TRUE,1
2VOZ,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D, E","A, B",2,TRUE,3
2VP0,C10 H17 N2 O14 P3,482.168,TTP,THYMIDINE-5'-TRIPHOSPHATE,NHVNXKFIZYSCEB-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,NA,"D, F","A, B",3,TRUE,2
2VP4,C9 H16 N3 O13 P3,467.157,DCP,2'-DEOXYCYTIDINE-5'-TRIPHOSPHATE,RGWHQCVHVJXOKC-SHYZEUOFSA-N,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,NA,"E, F, G, H","A, B, C, D",2,TRUE,4
2VP7,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, F, G","A, B",3,TRUE,3
2VPE,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,G,A,4,TRUE,1
2VPG,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,G,A,4,TRUE,1
2VPJ,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"B, C",A,2,TRUE,2
2VPO,C6 H10 N2 O3,158.155,6CS,"(4S,5S)-5-HYDROXY-2-METHYL-1,4,5,6-TETRAHYDROPYRIMIDINE-4-CARBOXYLIC ACID",KIIBBJKLKFTNQO-WHFBIAKZSA-N,CC1=NC(C(CN1)O)C(=O)O,NA,"C, E","A, B",2,TRUE,2
2VPP,C9 H11 F2 N3 O4,263.198,GEO,GEMCITABINE,SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,NA,"C, E","A, B",2,TRUE,2
2VPP,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"D, F","A, B",3,TRUE,2
2VPQ,C10 H17 N6 O12 P3,506.196,ANP,PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER,PVKSNHVPLWYQGJ-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N,NA,"C, G","A, B",2,TRUE,2
2VPQ,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"F, J","A, B",4,TRUE,2
2VQ2,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,B,A,2,TRUE,1
2VQ2,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,C,A,3,TRUE,1
2VQ2,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"D, E, F",A,4,TRUE,3
2VQ2,O3 S,80.063,SO3,SULFITE ION,LSNNMFCWUKXFEE-UHFFFAOYSA-L,[O-]S(=O)[O-],NA,G,A,5,TRUE,1
2VQ3,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,"C, E","A, B",2,TRUE,2
2VQ3,C6 H8 O7,192.124,CIT,CITRIC ACID,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,NA,D,A,3,TRUE,1
2VQ5,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"C, D",A,2,TRUE,2
2VQ5,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"E, F, G, I, J","A, B",3,TRUE,5
2VQ5,C7 H6 O2,122.121,HBA,P-HYDROXYBENZALDEHYDE,RGHHSNMVTDWUBI-UHFFFAOYSA-N,c1cc(ccc1C=O)O,NA,"H, L","A, B",4,TRUE,2
2VQ5,C8 H11 N O2,153.178,LDP,L-DOPAMINE,VYFYYTLLBUKUHU-UHFFFAOYSA-N,c1cc(c(cc1CCN)O)O,NA,K,B,5,TRUE,1
2VQ9,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"B, C",A,2,TRUE,2
2VQG,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"CA, YA","B, E",4,TRUE,2
2VQG,C6 H14 O2,118.174,MRD,"(4R)-2-METHYLPENTANE-2,4-DIOL",SVTBMSDMJJWYQN-RXMQYKEDSA-N,CC(CC(C)(C)O)O,NA,"DA, JB, MB","B, G, H",5,TRUE,3
2VQG,C28 H58 O10,554.754,GVT,"3,6,9,12,15,18,21,24,27-nonaoxaheptatriacontan-1-ol",MEPDRUVBZDYVEU-UHFFFAOYSA-N,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NA,WA,E,6,TRUE,1
2VQJ,C4 H8 O2,88.105,DIO,"1,4-DIETHYLENE DIOXIDE",RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,NA,B,A,2,TRUE,1
2VQJ,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"E, F, G",A,4,TRUE,3
2VQJ,C19 H16 F3 N3 O3 S,423.409,TFG,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",OFBFUNBBOQCNFX-UHFFFAOYSA-N,c1ccc(cc1)c2cnc3n2CCN(C3)C(=O)c4ccc(s4)C(C(F)(F)F)(O)O,NA,H,A,5,TRUE,1
2VQM,C18 H16 N4 O3 S,368.41,HA3,"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide",SMSIXMLQOONOQQ-UHFFFAOYSA-N,c1ccc(cc1)c2cnc3n2CCN(C3)C(=O)c4ccc(s4)C(=O)NO,NA,D,A,3,TRUE,1
2VQO,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D, I","A, B",2,TRUE,3
2VQO,C19 H16 F3 N3 O3 S,423.409,TFG,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",OFBFUNBBOQCNFX-UHFFFAOYSA-N,c1ccc(cc1)c2cnc3n2CCN(C3)C(=O)c4ccc(s4)C(C(F)(F)F)(O)O,NA,"G, L","A, B",4,TRUE,2
2VQP,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"B, C",A,2,TRUE,2
2VQP,C H2 O2,46.025,FMT,FORMIC ACID,BDAGIHXWWSANSR-UHFFFAOYSA-N,C(=O)O,NA,"D, E, F, G, H, I, J",A,3,TRUE,7
2VQP,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"K, L, M",A,4,TRUE,3
2VQQ,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D, I","A, B",2,TRUE,3
2VQQ,C19 H16 F3 N3 O3 S,423.409,TFG,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",OFBFUNBBOQCNFX-UHFFFAOYSA-N,c1ccc(cc1)c2cnc3n2CCN(C3)C(=O)c4ccc(s4)C(C(F)(F)F)(O)O,NA,"G, L","A, B",4,TRUE,2
2VQT,C8 H17 N3 O4,219.238,15A,"(2Z,3R,4S,5R,6R)-2-[(2-aminoethyl)imino]-6-(hydroxymethyl)piperidine-3,4,5-triol",ZLIQDFHJGBHZAQ-JWXFUTCRSA-N,C(CN=C1C(C(C(C(N1)CO)O)O)O)N,NA,"C, KA","A, B",2,TRUE,2
2VQT,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"AB, BA, BB, CA, D, E, EA, F, G, H, I, IB, J, JB, K, KB, L, LA, M, MA, MB, N, NA, NB, O, OA, P, PA, Q, QA, QB, R, RA, RB, S, SA, SB, TA, TB, UA, VA, WA, XA, YA, ZA","A, B",3,TRUE,45
2VQT,Br,79.904,BR,BROMIDE ION,CPELXLSAUQHCOX-UHFFFAOYSA-M,[Br-],NA,"CB, DB, EB, FA, HA, LB, T, U, V, W","A, B",4,TRUE,10
2VQT,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"AA, DA, FB, GA, GB, HB, IA, JA, OB, PB, X, Y, Z","A, B",5,TRUE,13
2VQU,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"AA, AB, AC, BB, C, CB, DB, E, EA, EB, F, FB, G, GB, H, HB, I, J, JA, K, KA, L, LA, M, MA, N, NA, O, OA, OB, P, PA, Q, R, RA, RB, S, SA, T, TA, TB, U, UA, UB, VA, VB, WA, WB, XA, XB, Y, YA, YB, ZA, ZB","A, B",2,TRUE,55
2VQU,C6 H13 N O4,163.172,NOY,"(2R,3S,4R,5R)-5-(HYDROXYMETHYL)PIPERIDINE-2,3,4-TRIOL",BHOYFRIRWXBNHP-ARQDHWQXSA-N,C1C(C(C(C(N1)O)O)O)CO,NA,"D, QA","A, B",3,TRUE,2
2VQU,Br,79.904,BR,BROMIDE ION,CPELXLSAUQHCOX-UHFFFAOYSA-M,[Br-],NA,"BA, FA, GA, HA, IB, JB, NB, PB, SB, V, W, X","A, B",4,TRUE,12
2VQU,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"CA, DA, IA, KB, LB, MB, QB, Z","A, B",5,TRUE,8
2VQY,C23 H38 N7 O17 P3 S,809.571,ACO,ACETYL COENZYME *A,ZSLZBFCDCINBPY-ZSJPKINUSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,NA,B,A,2,TRUE,1
2VQY,C23 H45 N5 O14,615.628,PAR,PAROMOMYCIN,UOZODPSAJZTQNH-LSWIJEOBSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,NA,C,A,3,TRUE,1
2VR4,C10 H21 N3 O4,247.291,17B,"(2Z,3R,4S,5R,6R)-2-[(4-aminobutyl)imino]-6-(hydroxymethyl)piperidine-3,4,5-triol",ZLLQXILWWIGNJJ-HXFLIBJXSA-N,C(CCN=C1C(C(C(C(N1)CO)O)O)O)CN,NA,"C, JA","A, B",2,TRUE,2
2VR4,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"AB, BB, CB, D, DA, E, EA, EB, F, FA, G, GA, GB, H, HB, I, IA, IB, J, JB, K, KA, KB, L, LA, M, MA, NA, NB, OA, PA, PB, QA, QB, R, RA, RB, SA, SB, T, TA, TB, UA, UB, V, VA, W, WA, Y, Z","A, B",3,TRUE,50
2VR4,Br,79.904,BR,BROMIDE ION,CPELXLSAUQHCOX-UHFFFAOYSA-M,[Br-],NA,"BA, N, O, P, S, U, YA, ZA","A, B",4,TRUE,8
2VR4,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"AA, CA, DB, FB, HA, LB, MB, OB, Q, X, XA","A, B",5,TRUE,11
2VR7,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"F, N","A, F",4,TRUE,2
2VR7,C N S,58.082,SCN,THIOCYANATE ION,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,C(#N)[S-],NA,"H, I, O, P","A, F",5,TRUE,4
2VRB,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,B,A,2,TRUE,1
2VRE,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"D, E, F, G, H, I","A, B, C",2,TRUE,6
2VRF,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"E, F, G","A, C",2,TRUE,3
2VRI,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"B, C",A,2,TRUE,2
2VRJ,C15 H28 N2 O4 S,332.459,NCW,"(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide",LFSNQOFOMJLHIW-MEBFFEOJSA-N,CCCCCCCCNC(=S)N1C2COC1C(C(C2O)O)O,NA,"C, G","A, B",2,TRUE,2
2VRJ,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"E, F, I","A, B",4,TRUE,3
2VRK,O4 P,94.971,PO4,PHOSPHATE ION,NBIIXXVUZAFLBC-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-],NA,"D, E, F, G","A, B, C",2,TRUE,4
2VRO,C21 H30 N7 O17 P3,745.421,NDP,NADPH DIHYDRO-NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,ACFIXJIJDZMPPO-NNYOXOHSSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,NA,"C, E","A, B",2,TRUE,2
2VRO,C9 H20 O5,208.252,ETE,2-{2-[2-2-(METHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,ZNYRFEPBTVGZDN-UHFFFAOYSA-N,COCCOCCOCCOCCO,NA,D,A,3,TRUE,1
2VRO,C12 H26 O7,282.331,P6G,HEXAETHYLENE GLYCOL,IIRDTKBZINWQAW-UHFFFAOYSA-N,C(COCCOCCOCCOCCOCCO)O,NA,F,B,4,TRUE,1
2VRS,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"D, J, K","A, B",2,TRUE,3
2VRS,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,M,B,4,TRUE,1
2VRS,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"N, O",C,5,TRUE,2
2VRX,C29 H31 N5 O4,513.588,447,N-(4-{[6-methoxy-7-(3-morpholin-4-ylpropoxy)quinazolin-4-yl]amino}phenyl)benzamide,OGNYUTNQZVRGMN-UHFFFAOYSA-N,COc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ccc(cc4)NC(=O)c5ccccc5,NA,"E, F","A, B",3,TRUE,2
2VRY,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D",A,3,TRUE,2
2VS1,C14 H20 N6 O5 S,384.411,SAH,S-ADENOSYL-L-HOMOCYSTEINE,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N,NA,B,A,2,TRUE,1
2VS1,O4 P,94.971,PO4,PHOSPHATE ION,NBIIXXVUZAFLBC-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-],NA,C,A,3,TRUE,1
2VS5,C15 H24 N2 O17 P2,566.302,GDU,GALACTOSE-URIDINE-5'-DIPHOSPHATE,HSCJRCZFDFQWRP-ABVWGUQPSA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,NA,"E, G","A, B",3,TRUE,2
2VS5,C6 H14 O2,118.174,MPD,"(4S)-2-METHYL-2,4-PENTANEDIOL",SVTBMSDMJJWYQN-YFKPBYRVSA-N,CC(CC(C)(C)O)O,NA,H,B,4,TRUE,1
2VSH,C10 H22 O6,238.278,1PE,PENTAETHYLENE GLYCOL,JLFNLZLINWHATN-UHFFFAOYSA-N,C(COCCOCCOCCOCCO)O,NA,E,A,4,TRUE,1
2VSH,C12 H26 O7,282.331,P6G,HEXAETHYLENE GLYCOL,IIRDTKBZINWQAW-UHFFFAOYSA-N,C(COCCOCCOCCOCCOCCO)O,NA,J,B,6,TRUE,1
2VSH,C4 H10 O3,106.12,PEG,DI(HYDROXYETHYL)ETHER,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O,NA,"D, G, H",A,3,TRUE,3
2VSH,C8 H18 O5,194.226,PG4,TETRAETHYLENE GLYCOL,UWHCKJMYHZGTIT-UHFFFAOYSA-N,C(COCCOCCOCCO)O,NA,F,A,5,TRUE,1
2VSL,C69 H140 O35,1529.829,15P,POLYETHYLENE GLYCOL (N=34),VUYXVWGKCKTUMF-UHFFFAOYSA-N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NA,C,A,3,TRUE,1
2VSM,C3 H8 O,60.095,IPA,ISOPROPYL ALCOHOL,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,NA,C,A,3,TRUE,1
2VSR,C18 H32 O3,296.445,9HO,"(9S,10E,12Z)-9-hydroxyoctadeca-10,12-dienoic acid",NPDSHTNEKLQQIJ-UINYOVNOSA-N,CCCCCC=CC=CC(CCCCCCCC(=O)O)O,NA,"C, D, E","A, B",2,TRUE,3
2VSU,C23 H38 N7 O17 P3 S,809.571,ACO,ACETYL COENZYME *A,ZSLZBFCDCINBPY-ZSJPKINUSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,NA,"G, H, I, K, L","A, B, D, E, F",5,TRUE,5
2VSU,C8 H8 O3,152.147,V55,4-hydroxy-3-methoxybenzaldehyde,MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(ccc1O)C=O,NA,J,D,6,TRUE,1
2VSY,C8 H17 N O3 S,207.29,NHE,2-[N-CYCLOHEXYLAMINO]ETHANE SULFONIC ACID,MKWKNSIESPFAQN-UHFFFAOYSA-N,C1CCC(CC1)NCCS(=O)(=O)O,NA,"C, H, I","A, B",2,TRUE,3
2VSY,C4 H10 O3,106.12,PEG,DI(HYDROXYETHYL)ETHER,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O,NA,"D, E",A,3,TRUE,2
2VSY,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"J, K",B,5,TRUE,2
2VT3,C10 H16 N5 O13 P3,507.181,ATP,ADENOSINE-5'-TRIPHOSPHATE,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,NA,"C, D","A, B",2,TRUE,2
2VT7,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"E, L","A, B",3,TRUE,2
2VT7,C6 H14 O4,150.173,PGE,TRIETHYLENE GLYCOL,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,C(COCCOCCO)O,NA,"F, G, H, I, M, N, O, P","A, B",4,TRUE,8
2VTA,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"B, C",A,2,TRUE,2
2VTA,C7 H6 N2,118.136,LZ1,1H-indazole,BAXOFTOLAUCFNW-UHFFFAOYSA-N,c1ccc2c(c1)cn[nH]2,NA,D,A,3,TRUE,1
2VTD,C23 H19 F N2 O7 S,486.47,LKM,N-({6-[(4-CYANO-2-FLUOROBENZYL)OXY]NAPHTHALEN-2-YL}SULFONYL)-D-GLUTAMIC ACID,IRJUSGUHNFMVCK-OAQYLSRUSA-N,c1cc(c(cc1C#N)F)COc2ccc3cc(ccc3c2)S(=O)(=O)NC(CCC(=O)O)C(=O)O,NA,B,A,2,TRUE,1
2VTD,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,C,A,3,TRUE,1
2VTE,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,C,A,3,TRUE,1
2VTE,C23 H20 N2 O7 S,468.479,IK4,N-({7-[(4-cyanobenzyl)oxy]naphthalen-2-yl}sulfonyl)-D-glutamic acid,DRAFRFXITJJMML-OAQYLSRUSA-N,c1cc(ccc1COc2ccc3ccc(cc3c2)S(=O)(=O)NC(CCC(=O)O)C(=O)O)C#N,NA,B,A,2,TRUE,1
2VTF,C11 H26 N2 O6,282.334,B3P,"2-[3-(2-HYDROXY-1,1-DIHYDROXYMETHYL-ETHYLAMINO)-PROPYLAMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",HHKZCCWKTZRCCL-UHFFFAOYSA-N,C(CNC(CO)(CO)CO)CNC(CO)(CO)CO,NA,"C, D, G, H","A, B",2,TRUE,4
2VTF,C6 H14 O4,150.173,PGE,TRIETHYLENE GLYCOL,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,C(COCCOCCO)O,NA,"E, F, I, J","A, B",3,TRUE,4
2VTH,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,B,A,2,TRUE,1
2VTH,C10 H9 N O3 S,223.248,LZ2,5-hydroxynaphthalene-1-sulfonamide,NFVBVKHGDDDCEA-UHFFFAOYSA-N,c1cc2c(cccc2S(=O)(=O)N)c(c1)O,NA,C,A,3,TRUE,1
2VTI,C14 H12 N4 O3 S,316.335,LZ3,N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,MNHPHKFLWAPNOV-UHFFFAOYSA-N,c1ccc2c(c1)c(n[nH]2)C(=O)Nc3ccc(cc3)S(=O)(=O)N,NA,B,A,2,TRUE,1
2VTJ,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,B,A,2,TRUE,1
2VTJ,C10 H9 Cl N4 O2 S,284.722,LZ4,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,RSNSGNZRUMHXAY-UHFFFAOYSA-N,c1cc(ccc1Nc2cncc(n2)Cl)S(=O)(=O)N,NA,C,A,3,TRUE,1
2VTL,C10 H9 N3 O,187.198,LZ5,N-phenyl-1H-pyrazole-3-carboxamide,WMZYZYFPPQOFKY-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2cc[nH]n2,NA,B,A,2,TRUE,1
2VTN,C12 H11 F N4 O2,262.24,LZ7,4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,CWQKPKYIMQTGJK-UHFFFAOYSA-N,CC(=O)Nc1c[nH]nc1C(=O)Nc2ccc(cc2)F,NA,B,A,2,TRUE,1
2VTO,C17 H13 F N4 O2,324.309,LZ8,N-(4-FLUOROPHENYL)-4-[(PHENYLCARBONYL)AMINO]-1H-PYRAZOLE-3-CARBOXAMIDE,ZMWYSLJBNJUCRK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)Nc2c[nH]nc2C(=O)Nc3ccc(cc3)F,NA,B,A,2,TRUE,1
2VTP,C17 H11 F3 N4 O2,360.29,LZ9,"{[(2,6-difluorophenyl)carbonyl]amino}-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide",BDRDBXXWQDFXEC-UHFFFAOYSA-N,c1cc(c(c(c1)F)C(=O)Nc2c[nH]nc2C(=O)Nc3ccc(cc3)F)F,NA,B,A,2,TRUE,1
2VTQ,C16 H17 F2 N5 O2,349.335,LZA,"{[(2,6-difluorophenyl)carbonyl]amino}-N-piperidin-4-yl-1H-pyrazole-3-carboxamide",CXBHMSHVCKEEGW-UHFFFAOYSA-N,c1cc(c(c(c1)F)C(=O)Nc2c[nH]nc2C(=O)NC3CCNCC3)F,NA,B,A,2,TRUE,1
2VTR,C10 H10 Cl N5,235.673,LZB,"5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile",HFTLYNKTSANXFA-UHFFFAOYSA-N,CC(C)Nc1cc(nc2n1ncc2C#N)Cl,NA,B,A,2,TRUE,1
2VTS,C16 H23 N7,313.401,LZC,"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",FOESVLPZMGVWBM-JOCQHMNTSA-N,CC(C)Nc1cc(nc2n1ncc2C#N)NC3CCC(CC3)N,NA,B,A,2,TRUE,1
