EntryID,LigandFormula,LigandMW,LigandID,LigandName,InChIKey,LigandSMILES,LigandofInterest,AsymID,AuthAsymID,EntityID,freeLigand,numTotalCount
4L6I,C5 H5 N5,135.127,ADE,ADENINE,GFFGJBXGBJISGV-UHFFFAOYSA-N,c1[nH]c2c(n1)c(ncn2)N,NA,"G, H, K, L","A, B, D, E",2,TRUE,4
4L6I,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"I, J, M, N","B, C, E, F",3,TRUE,4
4L6O,C5 H10 N2 O3,146.144,GLN,GLUTAMINE,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C(CC(=O)N)C(C(=O)O)N,NA,C,A,3,TRUE,1
4L6S,C21 H21 Cl N2 O2,368.857,1WQ,"(2S)-6-{[4-(4-chlorophenyl)-3,6-dihydropyridin-1(2H)-yl]methyl}-2-methyl-2H-1,4-benzoxazin-3(4H)-one",UXKGKMDPTXLNNA-AWEZNQCLSA-N,CC1C(=O)Nc2cc(ccc2O1)CN3CCC(=CC3)c4ccc(cc4)Cl,NA,"C, D","A, B",2,TRUE,2
4L6X,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"B, C",A,2,TRUE,2
4L6Z,C18 H18 N4 O2,322.361,1DC,"3-(4-oxo-3,4-dihydroquinazolin-2-yl)-N-[(1S)-1-(pyridin-4-yl)ethyl]propanamide",WHSYWXUBGUCCCU-LBPRGKRZSA-N,CC(c1ccncc1)NC(=O)CCC2=Nc3ccccc3C(=O)N2,NA,B,A,2,TRUE,1
4L6Z,C2 H6 O S,78.133,DMS,DIMETHYL SULFOXIDE,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,NA,C,A,3,TRUE,1
4L70,C20 H21 N3 O2,335.4,1V9,"3-(4-oxo-3,4-dihydroquinazolin-2-yl)-N-[(1S)-1-phenylpropyl]propanamide",YAXDRRKYLDEMKO-INIZCTEOSA-N,CCC(c1ccccc1)NC(=O)CCC2=Nc3ccccc3C(=O)N2,NA,B,A,2,TRUE,1
4L70,C2 H6 O S,78.133,DMS,DIMETHYL SULFOXIDE,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,NA,"C, D",A,3,TRUE,2
4L78,C10 H15 N5 O10 P2,427.201,ADP,ADENOSINE-5'-DIPHOSPHATE,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,NA,B,A,2,TRUE,1
4L78,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"H, I, J, K, L, M, N, O, P, Q, R, S",A,5,TRUE,12
4L78,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"AA, Y, Z",A,7,TRUE,3
4L78,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"BA, CA",A,8,TRUE,2
4L7F,C26 H26 F N5 O2,459.515,1V5,"N-[1-(4-fluorophenyl)cyclopropyl]-4-[(trans-4-hydroxycyclohexyl)amino]imidazo[1,2-a]quinoxaline-8-carboxamide",MFJOWCFANZXQBU-MXVIHJGJSA-N,c1cc(ccc1C2(CC2)NC(=O)c3ccc4c(c3)n5ccnc5c(n4)NC6CCC(CC6)O)F,NA,B,A,2,TRUE,1
4L7H,C18 H15 F2 N5 O,355.341,1W1,"2-[(3aR,7aR)-2-amino-7a-(2,4-difluorophenyl)-3a,6,7,7a-tetrahydro[1,3]oxazolo[5,4-c]pyridin-5(4H)-yl]pyridine-3-carbonitrile",RDCJBIHDYIOWEV-CRAIPNDOSA-N,c1cc(c(nc1)N2CCC3(C(C2)OC(=N3)N)c4ccc(cc4F)F)C#N,NA,B,A,2,TRUE,1
4L7H,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,C,A,3,TRUE,1
4L7H,C2 H6 O S,78.133,DMS,DIMETHYL SULFOXIDE,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,NA,D,A,4,TRUE,1
4L7I,O4 P,94.971,PO4,PHOSPHATE ION,NBIIXXVUZAFLBC-UHFFFAOYSA-K,[O-]P(=O)([O-])[O-],NA,"C, F","A, B",2,TRUE,2
4L7I,C15 H22 N6 O5 S,398.437,SAM,S-ADENOSYLMETHIONINE,MEFKEPWMEQBLKI-FCKMPRQPSA-N,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)n2cnc3c2ncnc3N)O)O,NA,E,B,4,TRUE,1
4L7I,O7 P2,173.943,DPO,DIPHOSPHATE,XPPKVPWEQAFLFU-UHFFFAOYSA-J,[O-]P(=O)([O-])OP(=O)([O-])[O-],NA,H,B,5,TRUE,1
4L7J,C18 H15 F2 N5 O,355.341,1W2,"2-[(3aS,7aR)-2-amino-3a-(2,4-difluorophenyl)-3a,6,7,7a-tetrahydro[1,3]oxazolo[4,5-c]pyridin-5(4H)-yl]pyridine-3-carbonitrile",UKQSZNNDBLMQNX-CRAIPNDOSA-N,c1cc(c(nc1)N2CCC3C(C2)(N=C(O3)N)c4ccc(cc4F)F)C#N,NA,B,A,2,TRUE,1
4L7J,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,C,A,3,TRUE,1
4L7K,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"EA, FB, KA, M, PA","A, D, E, F, J",2,TRUE,5
4L7K,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"AA, AB, BA, BB, CA, CB, DA, DB, EB, FA, GA, GB, HA, HB, IA, IB, JA, JB, KB, LA, LB, MA, MB, N, NA, NB, O, OA, OB, P, PB, Q, QA, R, RA, S, SA, T, TA, U, UA, V, VA, W, WA, X, XA, Y, YA, Z, ZA","A, B, C, D, E, F, G, H, I, J, K, O",3,TRUE,51
4L7L,C20 H21 N3 O3,351.399,1VA,"N-[(2S)-1-hydroxy-3-phenylpropan-2-yl]-3-(4-oxo-3,4-dihydroquinazolin-2-yl)propanamide",PKPIHOLUWUTPLW-HNNXBMFYSA-N,c1ccc(cc1)CC(CO)NC(=O)CCC2=Nc3ccccc3C(=O)N2,NA,B,A,2,TRUE,1
4L7L,C2 H6 O S,78.133,DMS,DIMETHYL SULFOXIDE,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,NA,"C, D",A,3,TRUE,2
4L7M,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"C, D",B,2,TRUE,2
4L7N,C19 H20 N4 O4 S,400.452,1VB,"3-(4-oxo-3,4-dihydroquinazolin-2-yl)-N-[(1S)-1-(4-sulfamoylphenyl)ethyl]propanamide",HHRFLQNTWASYFZ-LBPRGKRZSA-N,CC(c1ccc(cc1)S(=O)(=O)N)NC(=O)CCC2=Nc3ccccc3C(=O)N2,NA,B,A,2,TRUE,1
4L7O,C22 H21 N5 O2,387.434,1VD,"N-{(1S)-1-[4-(1H-imidazol-1-yl)phenyl]ethyl}-3-(4-oxo-3,4-dihydroquinazolin-2-yl)propanamide",CXFUNVLSNZEBDZ-HNNXBMFYSA-N,CC(c1ccc(cc1)n2ccnc2)NC(=O)CCC3=Nc4ccccc4C(=O)N3,NA,B,A,2,TRUE,1
4L7O,C2 H6 O S,78.133,DMS,DIMETHYL SULFOXIDE,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,NA,C,A,3,TRUE,1
4L7Q,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"G, H, I, J, K, L","A, B, C, D, E, F",2,TRUE,6
4L7R,C15 H19 N3 O3,289.33,M00,"N-[(2S)-1-hydroxybutan-2-yl]-3-(4-oxo-3,4-dihydroquinazolin-2-yl)propanamide",INPZIMSQNZGLHQ-JTQLQIEISA-N,CCC(CO)NC(=O)CCC1=Nc2ccccc2C(=O)N1,NA,B,A,2,TRUE,1
4L7S,C24 H23 F3 N6 O2 S,516.539,G7K,"trans-4-({4-[difluoro(4-fluorophenyl)methyl]-6-[(5-methoxy[1,3]thiazolo[5,4-b]pyridin-2-yl)amino]pyrimidin-2-yl}amino)cyclohexanol",PFDUFECOJKSDAT-WKILWMFISA-N,COc1ccc2c(n1)sc(n2)Nc3cc(nc(n3)NC4CCC(CC4)O)C(c5ccc(cc5)F)(F)F,NA,"C, D","A, B",2,TRUE,2
4L7S,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,E,B,3,TRUE,1
4L7T,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,"B, C",A,2,TRUE,2
4L7T,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"D, E, G",A,3,TRUE,3
4L7V,C14 H20 N6 O5 S,384.411,SAH,S-ADENOSYL-L-HOMOCYSTEINE,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N,NA,B,A,2,TRUE,1
4L7V,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,D,A,4,TRUE,1
4L7Y,C36 H35 N3 O4,573.681,IRL,"(2R)-2-({(2S)-3-(biphenyl-4-yl)-2-[(3,5-dimethylbenzoyl)(methyl)amino]propanoyl}amino)-3-(1H-indol-3-yl)propanoic acid (non-preferred name)",UZDORQWMYRRLQV-SAIUNTKASA-N,Cc1cc(cc(c1)C(=O)N(C)C(Cc2ccc(cc2)c3ccccc3)C(=O)NC(Cc4c[nH]c5c4cccc5)C(=O)O)C,NA,G,B,4,TRUE,1
4L7Y,C3 H8 O10 P2,266.037,DG2,"(2R)-2,3-diphosphoglyceric acid",XOHUEYCVLUUEJJ-UWTATZPHSA-N,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O,NA,"J, K",D,5,TRUE,2
4L80,C24 H40 N7 O17 P3 S,823.597,1VU,propionyl Coenzyme A,QAQREVBBADEHPA-IEXPHMLFSA-N,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,NA,"G, K, N, Q, U, X","A, B, C, D, E, F",2,TRUE,6
4L80,C2 O4,88.019,OXL,OXALATE ION,MUBZPKHOEPUJKR-UHFFFAOYSA-L,C(=O)(C(=O)[O-])[O-],NA,"H, L, O, R, V, Y","A, B, C, D, E, F",3,TRUE,6
4L80,C4 H12 N O3,122.143,TRS,"2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",LENZDBCJOHFCAS-UHFFFAOYSA-O,C(C(CO)(CO)[NH3+])O,NA,"J, T","A, D",5,TRUE,2
4L82,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"E, F, H, L","A, B, D",2,TRUE,4
4L82,C17 H21 N4 O9 P,456.344,FMN,FLAVIN MONONUCLEOTIDE,FVTCRASFADXXNN-SCRDCRAPSA-N,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,NA,"G, J","A, B",3,TRUE,2
4L82,C N S,58.082,SCN,THIOCYANATE ION,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,C(#N)[S-],NA,"I, K, M","B, C, D",4,TRUE,3
4L83,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,B,A,2,TRUE,1
4L89,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"B, C",A,2,TRUE,2
4L89,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"D, E, F, G, H, I, J",A,3,TRUE,7
4L8B,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"D, E",A,4,TRUE,2
4L8B,C4 H10 O3,106.12,PEG,DI(HYDROXYETHYL)ETHER,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O,NA,F,A,5,TRUE,1
4L8D,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"G, H, I, J, K","A, C, D",4,TRUE,5
4L8E,C10 H17 N3 O6 S,307.323,GSH,GLUTATHIONE,RWSXRVCMGQZWBV-WDSKDSINSA-N,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,NA,"B, C, D",A,2,TRUE,3
4L8E,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,E,A,3,TRUE,1
4L8E,C6 H13 N O4 S,195.237,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,SXGZJKUKBWWHRA-UHFFFAOYSA-N,C1COCC[NH+]1CCS(=O)(=O)[O-],NA,F,A,4,TRUE,1
4L8F,C20 H22 N8 O5,454.439,MTX,METHOTREXATE,FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O,NA,"E, F","B, D",2,TRUE,2
4L8G,C10 H15 N5 O11 P2,443.201,GDP,GUANOSINE-5'-DIPHOSPHATE,QGWNDRXFNXRZMB-UUOKFMHZSA-N,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,NA,B,A,2,TRUE,1
4L8J,C4 H10 O3,106.12,PEG,DI(HYDROXYETHYL)ETHER,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O,NA,"B, C, D",A,2,TRUE,3
4L8J,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"E, F",A,3,TRUE,2
4L8M,C14 H28 O6,292.369,BOG,octyl beta-D-glucopyranoside,HEGSGKPQLMEBJL-RKQHYHRCSA-N,CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,NA,"B, C",A,2,TRUE,2
4L8M,C33 H30 F N3 O5,567.607,F46,"N-[2-fluoro-5-({9-[2-(morpholin-4-yl)ethoxy]-11-oxo-6,11-dihydrodibenzo[b,e]oxepin-3-yl}amino)phenyl]benzamide",OPUXVIDSMSFXIU-UHFFFAOYSA-N,c1ccc(cc1)C(=O)Nc2cc(ccc2F)Nc3ccc4c(c3)OCc5ccc(cc5C4=O)OCCN6CCOCC6,NA,D,A,3,TRUE,1
4L8O,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,D,A,4,TRUE,1
4L8O,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"E, F, G, H",A,5,TRUE,4
4L8P,C6 H14 O4,150.173,PGE,TRIETHYLENE GLYCOL,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,C(COCCOCCO)O,NA,D,A,4,TRUE,1
4L8P,C10 H22 O6,238.278,1PE,PENTAETHYLENE GLYCOL,JLFNLZLINWHATN-UHFFFAOYSA-N,C(COCCOCCOCCOCCO)O,NA,E,A,5,TRUE,1
4L8U,C14 H28 O2,228.371,MYR,MYRISTIC ACID,TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O,NA,"B, C, D, E, F",A,2,TRUE,5
4L8U,C20 H19 N3 O5,381.382,9AZ,"(2S)-2-[1-amino-8-(hydroxymethyl)-9-oxo-9,11-dihydroindolizino[1,2-b]quinolin-7-yl]-2-hydroxybutanoic acid",MHKQCKWRWFVLGF-FQEVSTJZSA-N,CCC(C1=C(C(=O)N2Cc3cc4c(cccc4nc3C2=C1)N)CO)(C(=O)O)O,NA,G,A,3,TRUE,1
4L8V,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"F, G, J, K, M","A, C, D",3,TRUE,5
4L8V,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,"E, H, I, L","A, B, C, D",2,TRUE,4
4L8Z,C22 H17 Br N4 O3,465.299,RL1,"[5-(6-bromo[1,2,4]triazolo[4,3-a]pyridin-3-yl)-2,4-dihydroxyphenyl](3,4-dihydroisoquinolin-2(1H)-yl)methanone",PQZGUYBCXAZFGQ-UHFFFAOYSA-N,c1ccc2c(c1)CCN(C2)C(=O)c3cc(c(cc3O)O)c4nnc5n4cc(cc5)Br,NA,B,A,2,TRUE,1
4L90,C18 H18 Br N5 O3,432.271,RL3,"[5-(6-bromo[1,2,4]triazolo[4,3-a]pyridin-3-yl)-2,4-dihydroxyphenyl](4-methylpiperazin-1-yl)methanone",MORDYVAZUXQMHB-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)c2cc(c(cc2O)O)c3nnc4n3cc(cc4)Br,NA,B,A,2,TRUE,1
4L91,C12 H7 Br Cl N3 O2,340.56,X29,"4-(6-bromo[1,2,4]triazolo[4,3-a]pyridin-3-yl)-6-chlorobenzene-1,3-diol",NLZHDDXNSHMPRC-UHFFFAOYSA-N,c1cc2nnc(n2cc1Br)c3cc(c(cc3O)O)Cl,NA,B,A,2,TRUE,1
4L92,C8 H15 N O6,221.208,NDG,2-acetamido-2-deoxy-alpha-D-glucopyranose,OVRNDRQMDRJTHS-PVFLNQBWSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O,NA,C,A,2,TRUE,1
4L92,C8 H15 N O6,221.208,NAG,2-acetamido-2-deoxy-beta-D-glucopyranose,OVRNDRQMDRJTHS-FMDGEEDCSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O,NA,"D, H","A, B",3,TRUE,2
4L93,C19 H21 N O3,311.375,S36,"3,4-dihydroisoquinolin-2(1H)-yl[2,4-dihydroxy-5-(propan-2-yl)phenyl]methanone",ZBQGGHXOKIRSAH-UHFFFAOYSA-N,CC(C)c1cc(c(cc1O)O)C(=O)N2CCc3ccccc3C2,NA,"C, D","A, B",2,TRUE,2
4L94,C12 H16 N2 O2,220.268,S46,(4-hydroxyphenyl)(4-methylpiperazin-1-yl)methanone,NGNUDVSZXGEJKN-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)c2ccc(cc2)O,NA,B,A,2,TRUE,1
4L99,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,C,A,2,TRUE,1
4L9A,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"C, D","A, B",2,TRUE,2
4L9C,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,C,B,2,TRUE,1
4L9G,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D, F, G","A, B",2,TRUE,4
4L9G,C6 H13 N O4 S,195.237,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,SXGZJKUKBWWHRA-UHFFFAOYSA-N,C1COCC[NH+]1CCS(=O)(=O)[O-],NA,E,A,3,TRUE,1
4L9N,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,C,B,2,TRUE,1
4L9O,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"E, F",A,3,TRUE,2
4L9O,C2 H6 O2,62.068,EDO,"1,2-ETHANEDIOL",LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,NA,"G, H, I, J, K",A,4,TRUE,5
4L9S,C10 H15 N5 O11 P2,443.201,GDP,GUANOSINE-5'-DIPHOSPHATE,QGWNDRXFNXRZMB-UUOKFMHZSA-N,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N,NA,B,A,2,TRUE,1
4L9T,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,"C, D","A, B",2,TRUE,2
4L9U,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,"C, E, F","A, B",2,TRUE,3
4L9U,O4 S,96.063,SO4,SULFATE ION,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-],NA,D,B,3,TRUE,1
4L9W,C10 H17 N6 O13 P3,522.196,GNP,PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER,UQABYHGXWYXDTK-UUOKFMHZSA-N,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N=C(NC2=O)N,NA,B,A,2,TRUE,1
4L9X,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,C,A,2,TRUE,1
4L9Y,Cl,35.453,CL,CHLORIDE ION,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-],NA,"H, M, Q, S","A, C, E, F",3,TRUE,4
4L9Y,C24 H40 N7 O17 P3 S,823.597,1VU,propionyl Coenzyme A,QAQREVBBADEHPA-IEXPHMLFSA-N,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)O,NA,I,B,4,TRUE,1
4L9Y,C2 H2 O3,74.035,GLV,GLYOXYLIC ACID,HHLFWLYXYJOTON-UHFFFAOYSA-N,C(=O)C(=O)O,NA,"J, N","B, D",5,TRUE,2
4L9Z,C21 H36 N7 O16 P3 S,767.534,COA,COENZYME A,RGJOEKWQDUBAIZ-IBOSZNHHSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)n2cnc3c2ncnc3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,NA,"G, J, M, P, S, V","A, B, C, D, E, F",2,TRUE,6
4L9Z,C2 O4,88.019,OXL,OXALATE ION,MUBZPKHOEPUJKR-UHFFFAOYSA-L,C(=O)(C(=O)[O-])[O-],NA,"H, K, N, Q, T, W","A, B, C, D, E, F",3,TRUE,6
4LA2,C6 H13 N O4 S,195.237,MES,2-(N-MORPHOLINO)-ETHANESULFONIC ACID,SXGZJKUKBWWHRA-UHFFFAOYSA-N,C1COCC[NH+]1CCS(=O)(=O)[O-],NA,"D, F","A, B",3,TRUE,2
4LA6,C10 H19 F O7 P2,332.2,LA6,"(2E)-2-fluoro-3,7-dimethylocta-2,6-dien-1-yl trihydrogen diphosphate",BYJNSLXDWGDGAC-MDZDMXLPSA-N,CC(=CCCC(=C(COP(=O)(O)OP(=O)(O)O)F)C)C,NA,D,A,3,TRUE,1
4LA7,C20 H24 N2 O3 S,372.481,A1O,Quinabactin,IVHKSUMLZQXFPR-UHFFFAOYSA-N,CCCN1c2ccc(cc2CCC1=O)NS(=O)(=O)Cc3ccc(cc3)C,NA,C,A,3,TRUE,1
4LA7,C2 H3 O2,59.044,ACT,ACETATE ION,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],NA,D,A,4,TRUE,1
4LA7,C3 H8 O3,92.094,GOL,GLYCEROL,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O,NA,G,B,6,TRUE,1
4LAA,C10 H16 N2 O11 P2,402.188,THP,"THYMIDINE-3',5'-DIPHOSPHATE",CSNCBOPUCJOHLS-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)OP(=O)(O)O,NA,B,A,2,TRUE,1
4LAE,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,B,X,2,TRUE,1
4LAE,C20 H17 N7 S,387.461,1VM,"7-[5,6-dimethyl-2-(1,3-thiazol-2-yl)-1H-benzimidazol-1-yl]quinazoline-2,4-diamine",RLRIWYVVMLSWOC-UHFFFAOYSA-N,Cc1cc2c(cc1C)n(c(n2)c3nccs3)c4ccc5c(c4)nc(nc5N)N,NA,C,X,3,TRUE,1
4LAF,C17 H21 N4 O9 P,456.344,FMN,FLAVIN MONONUCLEOTIDE,FVTCRASFADXXNN-SCRDCRAPSA-N,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,NA,"E, F, G, H","A, B, C, D",2,TRUE,4
4LAG,C21 H28 N7 O17 P3,743.405,NAP,NADP NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,XJLXINKUBYWONI-NNYOXOHSSA-N,c1cc(c[n+](c1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)n4cnc5c4ncnc5N)OP(=O)(O)O)O)O)O)C(=O)N,NA,B,X,2,TRUE,1
4LAG,C20 H16 Cl N7 S,421.906,1VN,"6-chloro-7-[5,6-dimethyl-2-(1,3-thiazol-2-yl)-1H-benzimidazol-1-yl]quinazoline-2,4-diamine",WSVACSSBUCFLCD-UHFFFAOYSA-N,Cc1cc2c(cc1C)n(c(n2)c3nccs3)c4cc5c(cc4Cl)c(nc(n5)N)N,NA,C,X,3,TRUE,1
4LAH,C20 H17 N7 S,387.461,1VO,"7-[5,6-dimethyl-2-(1,3-thiazol-4-yl)-1H-benzimidazol-1-yl]quinazoline-2,4-diamine",LTVJIDPPWFXVJV-UHFFFAOYSA-N,Cc1cc2c(cc1C)n(c(n2)c3cscn3)c4ccc5c(c4)nc(nc5N)N,NA,B,X,2,TRUE,1
